match_id,event_id,event_name,division,round,match_number,scheduled,field,alliance_color,alliance_score,team_id,team_name,result
86355487,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,68,2024-10-17T05:42:00-04:00,Vision 2030,red,39,174488,KAUTC1,win
86355412,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,1,2,2024-10-16T04:21:00-04:00,Vision 2030,blue,23,175718,SAUDE8,win
86355412,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,1,2,2024-10-16T04:21:00-04:00,Vision 2030,red,0,174434,IMSIU1,loss
86218871,58810,"VEX U Robotics Competition, Practice Event: Practice event",Division 1,1,3,2024-10-12T10:55:00-04:00,Field 1,blue,6,174489,KAUTC2,win
86218871,58810,"VEX U Robotics Competition, Practice Event: Practice event",Division 1,1,3,2024-10-12T10:55:00-04:00,Field 1,red,0,174434,IMSIU1,loss
86218873,58810,"VEX U Robotics Competition, Practice Event: Practice event",Division 1,2,2,2024-10-12T12:04:00-04:00,Field 2,blue,0,174434,IMSIU1,tie
86218873,58810,"VEX U Robotics Competition, Practice Event: Practice event",Division 1,2,2,2024-10-12T12:04:00-04:00,Field 2,red,0,174488,KAUTC1,tie
86355426,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,7,2024-10-16T07:21:00-04:00,Saudi Games,blue,0,174434,IMSIU1,loss
86355426,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,7,2024-10-16T07:21:00-04:00,Saudi Games,red,11,174413,TVTCR1,win
86355436,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,17,2024-10-16T08:21:00-04:00,Saudi Games,blue,27,175718,SAUDE8,win
86355436,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,17,2024-10-16T08:21:00-04:00,Saudi Games,red,0,174434,IMSIU1,loss
86355441,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,22,2024-10-16T08:51:00-04:00,Vision 2030,blue,37,174489,KAUTC2,win
86355441,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,22,2024-10-16T08:51:00-04:00,Vision 2030,red,0,174434,IMSIU1,loss
86355447,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,28,2024-10-16T09:27:00-04:00,Vision 2030,blue,0,174434,IMSIU1,loss
86355447,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,28,2024-10-16T09:27:00-04:00,Vision 2030,red,22,167270,SAUDI1,win
86355455,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,36,2024-10-16T10:15:00-04:00,Vision 2030,blue,23,174397,KFUPM1,win
86355455,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,36,2024-10-16T10:15:00-04:00,Vision 2030,red,0,174434,IMSIU1,loss
86355469,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,50,2024-10-17T03:54:00-04:00,Vision 2030,blue,9,174434,IMSIU1,loss
86355469,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,50,2024-10-17T03:54:00-04:00,Vision 2030,red,34,174488,KAUTC1,win
86355475,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,56,2024-10-17T04:30:00-04:00,Vision 2030,blue,0,174444,PNU1,tie
86355475,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,56,2024-10-17T04:30:00-04:00,Vision 2030,red,0,174434,IMSIU1,tie
86355483,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,64,2024-10-17T05:18:00-04:00,Vision 2030,blue,0,174434,IMSIU1,loss
86355483,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,64,2024-10-17T05:18:00-04:00,Vision 2030,red,10,174402,KSUR1,win
86218869,58810,"VEX U Robotics Competition, Practice Event: Practice event",Division 1,1,1,2024-10-12T10:15:00-04:00,Field 1,blue,5,174399,PSU1,win
86218869,58810,"VEX U Robotics Competition, Practice Event: Practice event",Division 1,1,1,2024-10-12T10:15:00-04:00,Field 1,red,4,174488,KAUTC1,loss
86355411,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,1,1,2024-10-16T04:15:00-04:00,Saudi Games,blue,7,174488,KAUTC1,win
86355411,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,1,1,2024-10-16T04:15:00-04:00,Saudi Games,red,0,176009,PSU2,loss
86355420,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,1,2024-10-16T06:45:00-04:00,Saudi Games,blue,20,174488,KAUTC1,win
86355420,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,1,2024-10-16T06:45:00-04:00,Saudi Games,red,17,174397,KFUPM1,loss
114019380,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,6,,Eaton,blue,20,174488,KAUTC1,loss
114019380,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,6,,Eaton,red,50,99184,WHOOP,win
86355429,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,10,2024-10-16T07:39:00-04:00,Vision 2030,blue,25,174488,KAUTC1,win
86355429,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,10,2024-10-16T07:39:00-04:00,Vision 2030,red,20,174403,UQU1,loss
86355440,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,21,2024-10-16T08:45:00-04:00,Saudi Games,blue,13,176009,PSU2,loss
86355440,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,21,2024-10-16T08:45:00-04:00,Saudi Games,red,40,174488,KAUTC1,win
86355448,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,29,2024-10-16T09:33:00-04:00,Saudi Games,blue,17,174488,KAUTC1,loss
86355448,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,29,2024-10-16T09:33:00-04:00,Saudi Games,red,22,174399,PSU1,win
114019409,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,35,,NASA,blue,4,174488,KAUTC1,loss
114019409,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,35,,NASA,red,26,170470,DKFNX,win
86355456,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,37,2024-10-16T10:21:00-04:00,Saudi Games,blue,39,174488,KAUTC1,win
86355456,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,37,2024-10-16T10:21:00-04:00,Saudi Games,red,11,174442,KSUR2,loss
86355473,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,54,2024-10-17T04:18:00-04:00,Vision 2030,blue,0,174402,KSUR1,loss
86355473,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,54,2024-10-17T04:18:00-04:00,Vision 2030,red,26,174488,KAUTC1,win
114019445,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,71,,NASA,blue,8,139338,BA2,loss
114019445,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,71,,NASA,red,19,174488,KAUTC1,win
114019463,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,89,,NASA,blue,46,148043,QUEEN,win
114019463,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,89,,NASA,red,7,174488,KAUTC1,loss
114019504,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,130,,Google,blue,19,174488,KAUTC1,loss
114019504,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,130,,Google,red,27,104067,ILLIN1,win
114019517,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,143,,NASA,blue,40,161224,PLATT1,win
114019517,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,143,,NASA,red,16,174488,KAUTC1,loss
114019543,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,169,,Google,blue,0,174488,KAUTC1,loss
114019543,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,169,,Google,red,39,52230,TMAT3,win
114019582,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,208,,Google,blue,15,81534,UCCR1,loss
114019582,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,208,,Google,red,21,174488,KAUTC1,win
114019604,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,230,,NASA,blue,33,137639,EZPZ,win
114019604,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Math,2,230,,NASA,red,6,174488,KAUTC1,loss
86355491,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,3,1,,Vision 2030,blue,19,174413,TVTCR1,loss
86355491,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,3,1,,Vision 2030,red,24,174488,KAUTC1,win
86355493,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,4,1,,Saudi Games,blue,26,174488,KAUTC1,win
86355493,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,4,1,,Saudi Games,red,18,174489,KAUTC2,loss
86355494,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,5,1,,Saudi Games,blue,7,174488,KAUTC1,loss
86355494,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,5,1,,Saudi Games,red,27,175718,SAUDE8,win
86355495,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,5,2,,Saudi Games,blue,9,174488,KAUTC1,loss
86355495,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,5,2,,Saudi Games,red,24,175718,SAUDE8,win
86355430,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,11,2024-10-16T07:45:00-04:00,Saudi Games,blue,12,174397,KFUPM1,loss
86355430,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,11,2024-10-16T07:45:00-04:00,Saudi Games,red,31,174489,KAUTC2,win
86355452,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,33,2024-10-16T09:57:00-04:00,Saudi Games,blue,36,174489,KAUTC2,win
86355452,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,33,2024-10-16T09:57:00-04:00,Saudi Games,red,9,175718,SAUDE8,loss
86355457,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,38,2024-10-16T10:27:00-04:00,Vision 2030,blue,33,174489,KAUTC2,win
86355457,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,38,2024-10-16T10:27:00-04:00,Vision 2030,red,0,174444,PNU1,loss
86355464,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,45,2024-10-17T03:24:00-04:00,Saudi Games,blue,5,174442,KSUR2,loss
86355464,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,45,2024-10-17T03:24:00-04:00,Saudi Games,red,36,174489,KAUTC2,win
86355478,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,59,2024-10-17T04:48:00-04:00,Saudi Games,blue,16,174489,KAUTC2,win
86355478,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,59,2024-10-17T04:48:00-04:00,Saudi Games,red,12,174399,PSU1,loss
86355484,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,65,2024-10-17T05:24:00-04:00,Saudi Games,blue,28,167270,SAUDI1,win
86355484,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,65,2024-10-17T05:24:00-04:00,Saudi Games,red,26,174489,KAUTC2,loss
86355490,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,3,1,,Saudi Games,blue,13,174399,PSU1,loss
86355490,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,3,1,,Saudi Games,red,19,174489,KAUTC2,win
86355413,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,1,3,2024-10-16T04:27:00-04:00,Saudi Games,blue,27,174399,PSU1,win
86355413,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,1,3,2024-10-16T04:27:00-04:00,Saudi Games,red,14,174397,KFUPM1,loss
86355428,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,9,2024-10-16T07:33:00-04:00,Saudi Games,blue,10,167270,SAUDI1,loss
86355428,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,9,2024-10-16T07:33:00-04:00,Saudi Games,red,22,174399,PSU1,win
86355437,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,18,2024-10-16T08:27:00-04:00,Vision 2030,blue,10,174399,PSU1,loss
86355437,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,18,2024-10-16T08:27:00-04:00,Vision 2030,red,25,174403,UQU1,win
86355461,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,42,2024-10-17T03:06:00-04:00,Vision 2030,blue,38,175718,SAUDE8,win
86355461,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,42,2024-10-17T03:06:00-04:00,Vision 2030,red,20,174399,PSU1,loss
86355466,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,47,2024-10-17T03:36:00-04:00,Saudi Games,blue,18,174399,PSU1,win
86355466,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,47,2024-10-17T03:36:00-04:00,Saudi Games,red,12,174444,PNU1,loss
86355419,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,1,9,2024-10-16T05:03:00-04:00,Saudi Games,blue,3,176009,PSU2,loss
86355419,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,1,9,2024-10-16T05:03:00-04:00,Saudi Games,red,14,174396,JIC7,win
86355432,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,13,2024-10-16T07:57:00-04:00,Saudi Games,blue,5,174396,JIC7,win
86355432,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,13,2024-10-16T07:57:00-04:00,Saudi Games,red,0,174410,JZTV1,loss
86355438,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,19,2024-10-16T08:33:00-04:00,Saudi Games,blue,14,174396,JIC7,loss
86355438,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,19,2024-10-16T08:33:00-04:00,Saudi Games,red,17,167270,SAUDI1,win
86355446,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,27,2024-10-16T09:21:00-04:00,Saudi Games,blue,15,174444,PNU1,tie
86355446,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,27,2024-10-16T09:21:00-04:00,Saudi Games,red,15,174396,JIC7,tie
86355459,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,40,2024-10-16T10:39:00-04:00,Vision 2030,blue,9,174396,JIC7,loss
86355459,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,40,2024-10-16T10:39:00-04:00,Vision 2030,red,18,176009,PSU2,win
86355465,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,46,2024-10-17T03:30:00-04:00,Vision 2030,blue,12,174403,UQU1,loss
86355465,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,46,2024-10-17T03:30:00-04:00,Vision 2030,red,13,174396,JIC7,win
86355472,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,53,2024-10-17T04:12:00-04:00,Saudi Games,blue,20,174413,TVTCR1,win
86355472,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,53,2024-10-17T04:12:00-04:00,Saudi Games,red,11,174396,JIC7,loss
86355486,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,67,2024-10-17T05:36:00-04:00,Saudi Games,blue,12,174396,JIC7,loss
86355486,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,67,2024-10-17T05:36:00-04:00,Saudi Games,red,31,175718,SAUDE8,win
86355414,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,1,4,2024-10-16T04:33:00-04:00,Vision 2030,blue,0,174410,JZTV1,loss
86355414,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,1,4,2024-10-16T04:33:00-04:00,Vision 2030,red,4,174442,KSUR2,win
86355422,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,3,2024-10-16T06:57:00-04:00,Saudi Games,blue,9,174410,JZTV1,loss
86355422,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,3,2024-10-16T06:57:00-04:00,Saudi Games,red,13,167270,SAUDI1,win
86355444,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,25,2024-10-16T09:09:00-04:00,Saudi Games,blue,42,175718,SAUDE8,win
86355444,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,25,2024-10-16T09:09:00-04:00,Saudi Games,red,3,174410,JZTV1,loss
86355450,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,31,2024-10-16T09:45:00-04:00,Saudi Games,blue,14,174402,KSUR1,win
86355450,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,31,2024-10-16T09:45:00-04:00,Saudi Games,red,9,174410,JZTV1,loss
86355463,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,44,2024-10-17T03:18:00-04:00,Vision 2030,blue,0,174410,JZTV1,loss
86355463,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,44,2024-10-17T03:18:00-04:00,Vision 2030,red,22,176009,PSU2,win
86355471,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,52,2024-10-17T04:06:00-04:00,Vision 2030,blue,17,174410,JZTV1,win
86355471,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,52,2024-10-17T04:06:00-04:00,Vision 2030,red,7,174442,KSUR2,loss
86355485,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,66,2024-10-17T05:30:00-04:00,Vision 2030,blue,23,174413,TVTCR1,win
86355485,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,66,2024-10-17T05:30:00-04:00,Vision 2030,red,12,174410,JZTV1,loss
114019637,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Technology,2,4,,Google,blue,41,174397,KFUPM1,win
114019637,58911,2025 VEX Robotics World Championship: VEX U Robotics Competition Event,Technology,2,4,,Google,red,17,63958,UMN,loss
86355442,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,23,2024-10-16T08:57:00-04:00,Saudi Games,blue,9,174444,PNU1,loss
86355442,58432,"Saudi Games, VEX U Robotics Competition: Adult Division, Saudi Games",Division 1,2,23,2024-10-16T08:57:00-04:00,Saudi Games,red,16,174397,KFUPM1,win
